57CF75CEA73E494D8675EC63,LUCAS VINEYARDS,TYPE=NATURAL_FEATURE,TYPE=FOOD,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,
57CF75CEA73E494D8675EC64,MOOSEWOOD,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,
57CF75CEA73E494D8675EC65,SUBWAY,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,
57CF75CEA73E494D8675EC66,POP-POSTER ART,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,,
57CF75CEA73E494D8675EC67,TROMBLEY TIRE & AUTO,TYPE=CAR_REPAIR,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,
57CF75CEA73E494D8675EC68,IRON KETTLE FARM,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,,
57CF75CEA73E494D8675EC69,TOPS FRIENDLY MARKETS,TYPE=GROCERY_OR_SUPERMARKET,TYPE=FOOD,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,
57CF75CEA73E494D8675EC6A,MAHOGANY GRILL,TYPE=BAR,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,
57CF75CEA73E494D8675EC6B,TRELEAVEN BY KING FERRY WINERY,TYPE=ART_GALLERY,TYPE=FOOD,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,
57CF75CEA73E494D8675EC6C,ITHACA ALE HOUSE,TYPE=BAR,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,
57CF75CEA73E494D8675EC6D,BARNES & NOBLE,TYPE=BOOK_STORE,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,
57CF75CEA73E494D8675EC6E,HICKEY'S MUSIC CENTER,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,,
57CF75CEA73E494D8675EC6F,URBAN OUTFITTERS,TYPE=CLOTHING_STORE,TYPE=SHOE_STORE,TYPE=HOME_GOODS_STORE,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,
57CF75CEA73E494D8675EC70,CAYUGA LAKE CRUISES INC,TYPE=TRAVEL_AGENCY,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,
57CF75CEA73E494D8675EC71,NAPA AUTO PARTS - KELLOGG AUTO SUPPLY,TYPE=CAR_REPAIR,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,
57CF75CEA73E494D8675EC72,THE BOATYARD GRILL,TYPE=BAR,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,
57CF75CEA73E494D8675EC73,LITTLE CAESARS PIZZA,TYPE=MEAL_TAKEAWAY,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,
57CF75CEA73E494D8675EC74,ITHACA RENTING COMPANY,TYPE=REAL_ESTATE_AGENCY,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,
57CF75CEA73E494D8675EC75,THE STATE DINER,TYPE=MEAL_TAKEAWAY,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,
57CF75CEA73E494D8675EC76,ITHACA HARLEY-DAVIDSON INC.,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,,
57CF75CEA73E494D8675EC77,JCPENNEY,TYPE=DEPARTMENT_STORE,TYPE=SHOE_STORE,TYPE=JEWELRY_STORE,TYPE=CLOTHING_STORE,TYPE=HOME_GOODS_STORE,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,
57CF75CEA73E494D8675EC78,THE HAUNT,TYPE=BAR,TYPE=NIGHT_CLUB,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,
57CF75CEA73E494D8675EC79,AGAVA RESTAURANT,TYPE=RESTAURANT,TYPE=BAR,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,
57CF75CEA73E494D8675EC7A,MILES WINE CELLARS,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,,
57CF75CEA73E494D8675EC7B,T.J. MAXX,TYPE=DEPARTMENT_STORE,TYPE=JEWELRY_STORE,TYPE=CLOTHING_STORE,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,
57CF75CEA73E494D8675EC7C,GLENORA WINE CELLARS,TYPE=LODGING,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,
57CF75CEA73E494D8675EC7D,NORTHEAST PIZZA & BEER CO,TYPE=BAR,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,
57CF75CEA73E494D8675EC7E,COLLEGETOWN BAGELS,TYPE=BAKERY,TYPE=CAFE,TYPE=FOOD,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,
57CF75CEA73E494D8675EC7F,CVS PHARMACY,TYPE=PHARMACY,TYPE=HEALTH,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,
57CF75CEA73E494D8675EC80,SUBWAY,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,
57CF75CEA73E494D8675EC81,SUBWAY,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,
57CF75CEA73E494D8675EC82,WALMART PHOTO CENTER,TYPE=DEPARTMENT_STORE,TYPE=ELECTRONICS_STORE,TYPE=HOME_GOODS_STORE,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,
57CF75CEA73E494D8675EC83,SUBWAY,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,
57CF75CEA73E494D8675EC84,FLOWER FASHIONS BY HARING,TYPE=FLORIST,TYPE=FOOD,TYPE=HOME_GOODS_STORE,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,
57CF75CEA73E494D8675EC85,COLLEGETOWN BAGELS,TYPE=BAKERY,TYPE=CAFE,TYPE=FOOD,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,
57CF75CEA73E494D8675EC86,INSTANT REPLAY SPORTS,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,,
57CF75CEA73E494D8675EC87,SUBWAY,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,
57CF75CEA73E494D8675EC88,SARAH'S PATISSERIE - SENECA PLACE,TYPE=FOOD,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,
57CF75CEA73E494D8675EC89,AMERICA'S BEST CONTACTS & EYEGLASSES,TYPE=HEALTH,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,
57CF75CEA73E494D8675EC8A,HAZLITT 1852 VINEYARDS,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,,
57CF75CEA73E494D8675EC8B,U-HAUL OF ITHACA,TYPE=MOVING_COMPANY,TYPE=STORAGE,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,
57CF75CEA73E494D8675EC8C,AT&T AUTHORIZED RETAILER,TYPE=ELECTRONICS_STORE,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,
57CF75CEA73E494D8675EC8D,THE CORNELL STORE,TYPE=BOOK_STORE,TYPE=CAFE,TYPE=ELECTRONICS_STORE,TYPE=FOOD,TYPE=CLOTHING_STORE,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,
57CF75CEA73E494D8675EC8E,WALMART SUPERCENTER,TYPE=DEPARTMENT_STORE,TYPE=ELECTRONICS_STORE,TYPE=GROCERY_OR_SUPERMARKET,TYPE=FOOD,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,
57CF75CEA73E494D8675EC8F,JOHN JOSEPH INN AND ELIZABETH RESTAURANT,TYPE=LODGING,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,
57CF75CEA73E494D8675EC90,ITHACA BAKERY,TYPE=BAKERY,TYPE=CAFE,TYPE=MEAL_TAKEAWAY,TYPE=RESTAURANT,TYPE=FOOD,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,
57CF75CEA73E494D8675EC91,TEXAS ROADHOUSE,TYPE=BAR,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,
57CF75CEA73E494D8675EC92,MADELINE'S,TYPE=BAR,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,
57CF75CEA73E494D8675EC93,KINNEY DRUGS,TYPE=PHARMACY,TYPE=HEALTH,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,
57CF75CEA73E494D8675EC94,YOGURTLAND ITHACA,TYPE=FOOD,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,
57CF75CEA73E494D8675EC95,SHALESTONE VINEYARDS,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,,
57CF75CEA73E494D8675EC96,AMERICANA VINEYARDS WINERY,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,,
57CF75CEA73E494D8675EC97,WEGMANS,TYPE=GROCERY_OR_SUPERMARKET,TYPE=FOOD,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,
57CF75CEA73E494D8675EC98,JO-ANN FABRICS AND CRAFTS,TYPE=HOME_GOODS_STORE,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,
57CF75CEA73E494D8675EC99,WALMART SUPERCENTER,TYPE=DEPARTMENT_STORE,TYPE=ELECTRONICS_STORE,TYPE=GROCERY_OR_SUPERMARKET,TYPE=FOOD,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,
57CF75CEA73E494D8675EC9A,CHIPOTLE MEXICAN GRILL,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,
57CF75CEA73E494D8675EC9B,ACE HARDWARE OF ITHACA,TYPE=HARDWARE_STORE,TYPE=HOME_GOODS_STORE,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,
57CF75CEA73E494D8675EC9C,ADVANTAGE SPORT & FITNESS,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,,
57CF75CEA73E494D8675EC9D,SUBWAY,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,
57CF75CEA73E494D8675EC9E,THE ROSE,TYPE=BAR,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,
57CF75CEA73E494D8675EC9F,KNAPP WINERY & VINEYARD RESTAURANT,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,
57CF75CEA73E494D8675ECA0,WOODMANSEE FARMS,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,,
57CF75CEA73E494D8675ECA1,GIA'S ELITE STYLE,TYPE=BEAUTY_SALON,TYPE=CLOTHING_STORE,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,
57CF75CEA73E494D8675ECA2,ANTLERS,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,
57CF75CEA73E494D8675ECA3,ONE WORLD MARKET,TYPE=HOME_GOODS_STORE,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,
57CF75CEA73E494D8675ECA4,GOOSE WATCH WINERY,TYPE=BAR,TYPE=FOOD,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,
57CF75CEA73E494D8675ECA5,RED NEWT CELLARS WINERY AND BISTRO,TYPE=BAR,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,
57CF75CEA73E494D8675ECA6,FASHION BUG,TYPE=CLOTHING_STORE,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,
57CF75CEA73E494D8675ECA7,JACK'S GRILL,TYPE=MEAL_DELIVERY,TYPE=BAR,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,
57CF75CEA73E494D8675ECA8,WALMART PHARMACY,TYPE=PHARMACY,TYPE=DEPARTMENT_STORE,TYPE=HEALTH,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,
57CF75CEA73E494D8675ECA9,ROGAN'S CORNER,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,
57CF75CEA73E494D8675ECAA,PRITCHARD AUTOMOTIVE,TYPE=CAR_DEALER,TYPE=CAR_REPAIR,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,
57CF75CEA73E494D8675ECAB,PANERA BREAD,TYPE=BAKERY,TYPE=CAFE,TYPE=MEAL_TAKEAWAY,TYPE=RESTAURANT,TYPE=FOOD,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,
57CF75CEA73E494D8675ECAC,MAXIE'S SUPPER CLUB & OYSTER BAR,TYPE=BAR,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,
57CF75CEA73E494D8675ECAD,GLASS MAGNOLIA BED AND BREAKFAST,TYPE=CAFE,TYPE=LODGING,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,
57CF75CEA73E494D8675ECAE,ZAZA'S CUCINA,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,
57CF75CEA73E494D8675ECAF,ALDI,TYPE=GROCERY_OR_SUPERMARKET,TYPE=FOOD,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,
57CF75CEA73E494D8675ECB0,NORTHSIDE WINE & SPIRITS,TYPE=LIQUOR_STORE,TYPE=FOOD,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,
57CF75CEA73E494D8675ECB1,ROYAL COURT RESTAURANT,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,
57CF75CEA73E494D8675ECB2,PANDORA JEWELRY STORE,TYPE=JEWELRY_STORE,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,
57CF75CEA73E494D8675ECB3,MICHAELS,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,,
57CF75CEA73E494D8675ECB4,SUBWAY,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,
57CF75CEA73E494D8675ECB5,COBBLER'S COTTAGE,TYPE=SHOE_STORE,TYPE=HEALTH,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,
57CF75CEA73E494D8675ECB6,CARRIAGE HOUSE CAFE,TYPE=CAFE,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,
57CF75CEA73E494D8675ECB7,THE WINDMILL FARM & CRAFT MARKET,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,,
57CF75CEA73E494D8675ECB8,STICKY RICE THAI & LAOTIAN CUISINE,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,
57CF75CEA73E494D8675ECB9,TOPS FRIENDLY MARKETS,TYPE=DEPARTMENT_STORE,TYPE=GROCERY_OR_SUPERMARKET,TYPE=FOOD,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,
57CF75CEA73E494D8675ECBA,TAVERNA BANFI,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,
57CF75CEA73E494D8675ECBB,RITE AID PHARMACY,TYPE=PHARMACY,TYPE=CONVENIENCE_STORE,TYPE=HEALTH,TYPE=FOOD,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,
57CF75CEA73E494D8675ECBC,SUBWAY,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,
57CF75CEA73E494D8675ECBD,MACKENZIE-CHILDS,TYPE=FURNITURE_STORE,TYPE=HOME_GOODS_STORE,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,
57CF75CEA73E494D8675ECBE,NAPA AUTO PARTS - TIOGA AUTO PARTS,TYPE=CAR_REPAIR,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,
57CF75CEA73E494D8675ECBF,RIVER'S EDGE RESTAURANT,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,
57CF75CEA73E494D8675ECC0,PURPLE DOG LAVENDER FARM,TYPE=FOOD,TYPE=CLOTHING_STORE,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,
57CF75CEA73E494D8675ECC1,FOUR SEASONS,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,
57CF75CEA73E494D8675ECC2,GIMME! COFFEE,TYPE=CAFE,TYPE=FOOD,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,
57CF75CEA73E494D8675ECC3,DASAN-J BEAUTY SUPPLY,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,,
57CF75CEA73E494D8675ECC4,NAPA AUTO PARTS - TRUMANSBURG AUTO PARTS,TYPE=CAR_REPAIR,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,
57CF75CEA73E494D8675ECC5,LAMOREAUX LANDING WINE CELLARS,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,,
57CF75CEA73E494D8675ECC6,CIAO,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,
57CF75CEA73E494D8675ECC7,"JOSEPH W. DECKER JR, RPH",TYPE=PHARMACY,TYPE=HEALTH,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,
57CF75CEA73E494D8675ECC8,"ANDREW T. COWAN, PHARMD",TYPE=PHARMACY,TYPE=HEALTH,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,
57CF75CEA73E494D8675ECC9,"SARAH J. UPTON, PHARMD",TYPE=PHARMACY,TYPE=HEALTH,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,
57CF75CEA73E494D8675ECCA,PIMPIS COLLECTION,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,,
57CF75CEA73E494D8675ECCB,WELTONVILLE STORE,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,,
57CF75CEA73E494D8675ECCC,SUNOCO GAS STATION,TYPE=GAS_STATION,TYPE=ATM,TYPE=CONVENIENCE_STORE,TYPE=FOOD,TYPE=FINANCE,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,
57CF75CEA73E494D8675ECCD,BENCHMARK AUDIO,TYPE=ELECTRONICS_STORE,TYPE=CAR_REPAIR,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,
57CF75CEA73E494D8675ECCE,ANTHONY'S RESTAURANT,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,
57CF75CEA73E494D8675ECCF,KILPATRICK'S,TYPE=CAFE,TYPE=BAR,TYPE=RESTAURANT,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,
57CF75CEA73E494D8675ECD0,WATKINS GLEN SUPPLY,TYPE=HARDWARE_STORE,TYPE=STORE,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,
57CF75CEA73E494D8675ECD1,BELLWETHER HARD CIDER AND WINE CELLARS,TYPE=FOOD,TYPE=POINT_OF_INTEREST,TYPE=ESTABLISHMENT,,,,,,,,,
